text,emotion,cleaned_text,text_length
i had been taught very young that i had deserved what i got that what i was feeling was unimportant overemotional and attention seeking,sadness,taught young deserved got feeling unimportant overemotional attention seeking,9
i am just feeling shitty right now,sadness,feeling shitty right,3
i feel sad donna summer dead at a href http jtwoo,sadness,feel sad donna summer dead href http jtwoo,8
ill tell you what its about as soon as im sure then well talk about how you can purchase it without feeling that youre in any way supporting me or what i do,joy,ill tell soon sure well talk purchase without feeling youre way supporting,12
i guess the bottom line is i feel like damaged goods and i m not sure how to fix that or if it is even fixable,sadness,guess bottom line feel like damaged good sure fix even fixable,11
i was sitting here feeling defeated,sadness,sitting feeling defeated,3
i will admit that some days i yell some days i dont want to get out of bed some days i cuss and freak out even some days i dont even really want to talk to anyone because i feel a little numb and im afraid people will know that im not ok,sadness,admit day yell day dont want get bed day cuss freak even day dont even really want talk anyone feel little numb afraid people know,25
im so excited but at the same time i feel a little nervous,fear,excited time feel little nervous,5
im tired unhappy feeling listless unmotivated exhausted,sadness,tired unhappy feeling listless unmotivated exhausted,6
i have been feeling very insincere,anger,feeling insincere,2
i know it is so disgusting horrifying i feel so dirty,sadness,know disgusting horrifying feel dirty,5
i want to not feel shy with them i want to have fun with them,fear,want feel shy want fun,5
ive always longed to feel the beloved tenderness from a father,love,ive always longed feel beloved tenderness father,7
i feel i m getting distracted and not real,anger,feel getting distracted real,4
i know this is love and i feel it there i whisper something so sincere exactly what you want to hear,joy,know love feel whisper something sincere exactly want hear,9
i did feel sympathy for him and liked him more by the end of the story however i dont feel that enough time was spent on his turn around,love,feel sympathy liked end story however dont feel enough time spent turn around,13
i have a pit in my stomach feeling disappointed,sadness,pit stomach feeling disappointed,4
i was feeling quite embarrassed and quite a wee crowd had gathered outside the bank,sadness,feeling quite embarrassed quite wee crowd gathered outside bank,9
im not yet feeling terrified of failing i honestly feel like im overconfident right now because i believe that ive done my best,fear,yet feeling terrified failing honestly feel like overconfident right believe ive done best,13
i feel empty a href http mohdashif,sadness,feel empty href http mohdashif,5
i told him i was feeling unloved and underappreciated by the kids,sadness,told feeling unloved underappreciated kid,5
i sometimes feel hated but i am not it is all in my head,anger,sometimes feel hated head,4
i still post them because a i feel neglectful if i dont do anything on a site at least every once in awhile and b,sadness,still post feel neglectful dont anything site least every awhile,10
i have a feeling your heart will be happy that you did,joy,feeling heart happy,3
i actually feel frightened of people here right now,fear,actually feel frightened people right,5
i feel like throughout my life to this point in time i can say that ive fucked quite a few people,anger,feel like throughout life point time say ive fucked quite people,11
